time,pressure,iso6,drain,temp,vibration,FI_time,FI_pressure,FI_contam,FI_drain,FI_temp,FI_vibration,HI,grade,HI_score
12,27,15.0012,2.00084,67.8329197187859,1.12355226131353,0.0006,0.000800000000000003,0.000600000000000378,0.000518518518518626,0.0006,0.00059402363102522,0.000604957918658186,1,99.9395042081342
13,21.3431457505076,15.0013,2.00091,68.0658594303477,1.12384828501382,0.00065,0.000800000000000003,0.000650000000000261,0.000561728395061571,0.00065,0.000643525922043879,0.000645371110722912,1,99.9354628889277
14,19,15.0014,2.00098,68.2980486209481,1.12414430901009,0.0007,0.000800000000000003,0.000700000000000145,0.000604938271605063,0.0007,0.000693028262557654,0.000685784307737314,1,99.9314215692263
15,21.3431457505076,15.0015,2.00105,68.5294304578386,1.12444033330241,0.00075,0.000800000000000003,0.000750000000000028,0.000648148148148282,0.00075,0.000742530652577462,0.000726197509702237,1,99.9273802490298
16,27,15.0016,2.00112,68.7599483074728,1.12473635789078,0.0008,0.000800000000000003,0.000799999999999912,0.000691358024691227,0.0008,0.000792033092103377,0.000766610716617689,1,99.9233389283382
17,32.6568542494924,15.0017,2.00119,68.9895457494806,1.12503238277512,0.00085,0.000800000000000003,0.000849999999999795,0.000734567901234446,0.00085,0.000841535581124372,0.000807023928482731,1,99.9192976071517
18,35,15.0018,2.00161,69.2181665905884,1.12532840795552,0.0009,0.0012,0.000899999999999679,0.000993827160493759,0.0009,0.000891038119651436,0.000972251960113208,1,99.9027748039887
19,32.6568542494924,15.0019,2.00133,69.4457548784846,1.12562443343195,0.00095,0.0012,0.000949999999999562,0.000820987654320884,0.00095,0.000940540707684534,0.000947850367064632,1,99.9052149632935
20,27,15.002,2.0014,69.6722549156242,1.12592045920437,0.001,0.0012,0.00100000000000033,0.000864197530864102,0.001,0.000990043345212747,0.000988263593780573,1,99.9011736406219
21,21.3431457505076,15.0021,2.00147,69.8976112729722,1.12621648527284,0.00105,0.0012,0.00105000000000022,0.000907407407407595,0.00105,0.00103954603224703,0.00102867682544703,1,99.8971323174553
22,19,15.0022,2.00154,70.1217688036794,1.12651251163735,0.0011,0.0012,0.0011000000000001,0.000950617283950814,0.0011,0.00108904876878742,0.00106909006206401,1,99.8930909937936
23,21.3431457505076,15.0023,2.00161,70.3446726566889,1.12680853829791,0.00115,0.0012,0.00114999999999998,0.000993827160493759,0.00115,0.00113855155483385,0.00110950330363151,1,99.8890496696368
24,27,15.0024,2.00168,70.5662682902702,1.12710456525444,0.0012,0.0012,0.00119999999999987,0.00103703703703698,0.0012,0.00118805439037535,0.0011499165501486,1,99.8850083449851
25,32.6568542494924,15.0025,2.00175,70.7865014854764,1.12740059250703,0.00125,0.0012,0.00124999999999975,0.0010802469135802,0.00125,0.00123755727542292,0.0011903298016163,1,99.8809670198384
26,35,15.0026,2.00217,71.0053183595217,1.12769662005559,0.0013,0.00160000000000001,0.00129999999999963,0.00133950617283951,0.0013,0.00128706020996561,0.00135555787284834,1,99.8644442127152
27,32.6568542494924,15.0027,2.00189,71.2226653790766,1.12799264790027,0.00135,0.00160000000000001,0.00135000000000041,0.00116666666666663,0.00135,0.00133656319402532,0.0013311563194026,1,99.8668843680597
28,27,15.0028,2.00196,71.4384893734761,1.12828867604093,0.0014,0.00160000000000001,0.00140000000000029,0.00120987654320985,0.0014,0.00138606622758015,0.00137156958572103,1,99.8628430414279
29,21.3431457505076,15.0029,2.00203,71.6527375478387,1.12858470447763,0.00145,0.00160000000000001,0.00145000000000017,0.00125308641975335,0.00145,0.00143556931064105,0.00141198285699014,1,99.858801714301
30,19,15.003,2.0021,71.8653574960932,1.12888073321032,0.0015,0.00160000000000001,0.00150000000000006,0.00129629629629629,0.0015,0.00148507244319699,0.0014523961332086,1,99.8547603866791
31,21.3431457505076,15.0031,2.00217,72.0762972139086,1.12917676223905,0.00155,0.00160000000000001,0.00154999999999994,0.00133950617283951,0.00155,0.00153457562525904,0.00149280941437775,1,99.8507190585622
32,27,15.0032,2.00224,72.2855051115257,1.12947279156383,0.0016,0.00160000000000001,0.00159999999999982,0.00138271604938245,0.0016,0.00158407885682716,0.00153322270049742,1,99.8466777299503
33,32.6568542494924,15.0033,2.00231,72.4929300264861,1.12976882118465,0.00165,0.00160000000000001,0.00164999999999971,0.00142592592592595,0.00165,0.00163358213790135,0.00157363599156786,1,99.8426364008432
34,35,15.0034,2.00273,72.6985212362556,1.13006485110152,0.0017,0.00200000000000001,0.00169999999999959,0.00168518518518526,0.0017,0.00168308546848161,0.00173886410240366,1,99.8261135897596
35,32.6568542494924,15.0035,2.00245,72.9022284707392,1.13036088131437,0.00175,0.00200000000000001,0.00175000000000036,0.00151234567901238,0.00175,0.00173258884855694,0.00171446258855948,1,99.828553741144
36,27,15.0036,2.00252,73.104001924685,1.13065691182327,0.0018,0.00200000000000001,0.00180000000000025,0.0015555555555556,0.0018,0.00178209227813835,0.00175487589448057,1,99.8245124105519
37,21.3431457505076,15.0037,2.00259,73.303792269972,1.13095294262821,0.00185,0.00200000000000001,0.00185000000000013,0.00159876543209882,0.00185,0.00183159575722583,0.00179528920535226,1,99.8204710794648
38,19,15.0038,2.00266,73.501550667782,1.13124897372913,0.0019,0.00200000000000001,0.00190000000000001,0.00164197530864204,0.0019,0.00188109928580842,0.00183570252117346,1,99.8164297478827
39,21.3431457505076,15.0039,2.00273,73.6972287806492,1.1315450051261,0.00195,0.00200000000000001,0.0019499999999999,0.00168518518518499,0.00195,0.00193060286389705,0.00187611584194518,1,99.8123884158055
40,27,15.004,2.0028,73.8907787843871,1.13184103681919,0.002,0.00200000000000001,0.00199999999999978,0.0017283950617282,0.002,0.00198010649150273,0.00191652916766869,1,99.8083470832331
41,32.6568542494924,15.0041,2.00287,74.0821533798883,1.13213706880818,0.00205,0.00200000000000001,0.00204999999999966,0.0017716049382717,0.00205,0.00202961016859255,0.0019569424983407,1,99.8043057501659
42,35,15.0042,2.00329,74.2713058047946,1.13243310109329,0.0021,0.00240000000000001,0.00210000000000043,0.00203086419753101,0.0021,0.00207911389519942,0.00212217064877933,1,99.7877829351221
43,32.6568542494924,15.0043,2.00301,74.4581898450356,1.13272913367438,0.00215,0.00240000000000001,0.00215000000000032,0.00185802469135814,0.00215,0.00212861767130134,0.00209776917453764,1,99.7902230825462
44,27,15.0044,2.00308,74.6427598462303,1.13302516655158,0.0022,0.00240000000000001,0.0022000000000002,0.00190123456790135,0.0022,0.00217812149692035,0.00213818252006248,1,99.7861817479938
45,21.3431457505076,15.0045,2.00315,74.8249707249528,1.13332119972477,0.00225,0.00240000000000001,0.00225000000000009,0.00194444444444457,0.00225,0.00222762537203444,0.00217859587053684,1,99.7821404129463
46,19,15.0046,2.00322,75.0047779798548,1.13361723319399,0.0023,0.00240000000000001,0.00229999999999997,0.00198765432098752,0.0023,0.00227712929665461,0.00221900922596171,1,99.7780990774038
47,21.3431457505076,15.0047,2.00329,75.1821377026466,1.1339132669592,0.00235,0.00240000000000001,0.00234999999999985,0.00203086419753074,0.00235,0.00232663327076985,0.00225942258633618,1,99.7740577413664
48,27,15.0048,2.00336,75.3570065889303,1.13420930102052,0.0024,0.00240000000000001,0.00239999999999974,0.00207407407407423,0.0024,0.00237613729440215,0.00229983595166243,1,99.7700164048338
49,32.6568542494924,15.0049,2.00343,75.5293419488847,1.13450533537783,0.00245,0.00240000000000001,0.00244999999999962,0.00211728395061717,0.00245,0.00242564136752953,0.00234024932193803,1,99.7659750678062
50,35,15.005,2.00385,75.6991017177982,1.13480137003117,0.0025,0.00280000000000001,0.00250000000000039,0.00237654320987676,0.0025,0.00247514549016299,0.00250547751197941,1,99.7494522488021
51,32.6568542494924,15.0051,2.00357,75.8662444664478,1.13509740498057,0.00255,0.00280000000000001,0.00255000000000027,0.00220370370370361,0.00255,0.00252464966230254,0.00248107607734139,1,99.7518923922659
52,27,15.0052,2.00364,76.0307294113212,1.13539344022601,0.0026,0.00280000000000001,0.00260000000000016,0.0022469135802471,0.0026,0.00257415388394814,0.00252148946246898,1,99.7478510537531
53,21.3431457505076,15.0053,2.00371,76.1925164246791,1.13568947576743,0.00265,0.00280000000000001,0.00265000000000004,0.00229012345679005,0.00265,0.00262365815508881,0.0025619028525459,1,99.7438097147454
54,19,15.0054,2.00378,76.3515660444569,1.1359855116049,0.0027,0.00280000000000001,0.00269999999999992,0.00233333333333327,0.0027,0.00267316247573559,0.00260231624757353,1,99.7397683752426
55,21.3431457505076,15.0055,2.00385,76.5078394840005,1.13628154773848,0.00275,0.00280000000000001,0.00274999999999981,0.00237654320987649,0.00275,0.00272266684589939,0.00264272964755285,1,99.7357270352447
56,27,15.0056,2.00392,76.6612986416368,1.13657758416804,0.0028,0.00280000000000001,0.00279999999999969,0.00241975308641971,0.0028,0.00277217126555831,0.00268314305248168,1,99.7316856947518
57,32.6568542494924,15.0057,2.00399,76.8119061100749,1.13687362089365,0.00285,0.00280000000000001,0.00284999999999958,0.00246296296296292,0.00285,0.00282167573472329,0.00272355646236112,1,99.7276443537639
58,35,15.0058,2.00441,76.9596251856353,1.1371696579153,0.0029,0.00320000000000001,0.00290000000000035,0.00272222222222224,0.0029,0.00287118025339435,0.00288878469200618,1,99.7111215307994
59,32.6568542494924,15.0059,2.00413,77.1044198773064,1.13746569523293,0.00295,0.00320000000000001,0.00295000000000023,0.00254938271604936,0.00295,0.00292068482156049,0.00286438329697091,1,99.7135616703029
60,27,15.006,2.0042,77.2462549156242,1.13776173284668,0.003,0.00320000000000001,0.00300000000000011,0.00259259259259258,0.003,0.00297018943924369,0.00290479672170217,1,99.7095203278298
61,21.3431457505076,15.0061,2.00427,77.3850957613753,1.1380577707564,0.00305,0.00320000000000001,0.00305,0.0026358024691358,0.00305,0.00301969410642197,0.00294521015138294,1,99.7054789848617
62,19,15.0062,2.00434,77.5209086141184,1.13835380896218,0.0031,0.00320000000000001,0.00309999999999988,0.00267901234567902,0.0031,0.00306919882310631,0.00298562358601432,1,99.7014376413986
63,21.3431457505076,15.0063,2.00441,77.6536604205241,1.13864984746399,0.00315,0.00320000000000001,0.00314999999999976,0.00272222222222224,0.00315,0.00311870358929673,0.0030260370255963,1,99.6973962974404
64,27,15.0064,2.00448,77.7833188825302,1.13894588626193,0.0032,0.00320000000000001,0.00319999999999965,0.00276543209876546,0.0032,0.00316820840500421,0.00306645047012999,1,99.693354952987
65,32.6568542494924,15.0065,2.00455,77.9098524653114,1.13924192535577,0.00325,0.00320000000000001,0.00325000000000042,0.00280864197530868,0.00325,0.00321771327019581,0.00310686391961227,1,99.6893136080388
66,35,15.0066,2.00497,78.0332304050592,1.13953796474573,0.0033,0.00360000000000001,0.0033000000000003,0.00306790123456799,0.0033,0.00326721818490444,0.0032720921888609,1,99.6727907811139
67,32.6568542494924,15.0067,2.00469,78.1534227165729,1.13983400443173,0.00335,0.00360000000000001,0.00335000000000019,0.00289506172839511,0.00335,0.00331672314911917,0.00324769083343049,1,99.675230916657
68,27,15.0068,2.00476,78.2704002006579,1.14013004441378,0.0034,0.00360000000000001,0.00340000000000007,0.00293827160493833,0.0034,0.00336622816283994,0.00328810429776551,1,99.6711895702234
69,21.3431457505076,15.0069,2.00483,78.3841344513304,1.14042608469181,0.00345,0.00360000000000001,0.00344999999999995,0.00298148148148155,0.00345,0.00341573322605583,0.00332851776705004,1,99.667148223295
70,19,15.007,2.0049,78.4945978628255,1.14072212526589,0.0035,0.00360000000000001,0.00349999999999984,0.00302469135802449,0.0035,0.00346523833877778,0.0033689312412851,1,99.6631068758715
71,21.3431457505076,15.0071,2.00497,78.6017636364092,1.14101816613608,0.00355,0.00360000000000001,0.00354999999999972,0.00306790123456799,0.00355,0.00351474350101679,0.00340934472047202,1,99.6590655279528
72,27,15.0072,2.00504,78.7056057869903,1.14131420730225,0.0036,0.00360000000000001,0.0035999999999996,0.00311111111111093,0.0036,0.00356424871275089,0.00344975820460829,1,99.6550241795392
73,32.6568542494924,15.0073,2.00511,78.8060991495317,1.14161024876447,0.00365,0.00360000000000001,0.00365000000000038,0.00315432098765443,0.00365,0.00361375397399105,0.00349017169369551,1,99.6509828306305
74,35,15.0074,2.00553,78.9032193852597,1.14190629052273,0.0037,0.00400000000000002,0.00370000000000026,0.00341358024691346,0.0037,0.00366325928473728,0.00365540000254782,1,99.6344599997452
75,32.6568542494924,15.0075,2.00525,78.9969429876693,1.14220233257704,0.00375,0.00400000000000002,0.00375000000000014,0.00324074074074086,0.00375,0.00371276464498959,0.00363099868672125,1,99.6369001313279
76,27,15.0076,2.00532,79.0872472883238,1.14249837492739,0.0038,0.00400000000000002,0.00380000000000003,0.00328395061728408,0.0038,0.00376227005474796,0.00367141219066003,1,99.632858780934
77,21.3431457505076,15.0077,2.00539,79.174110462448,1.14279441757379,0.00385,0.00400000000000002,0.00384999999999991,0.00332716049382703,0.00385,0.00381177551401241,0.00371182569954933,1,99.6288174300451
78,19,15.0078,2.00546,79.2575115343134,1.14309046051624,0.0039,0.00400000000000002,0.00389999999999979,0.00337037037037025,0.0039,0.00386128102278296,0.00375223921338933,1,99.6247760786611
79,21.3431457505076,15.0079,2.00553,79.3374303824132,1.14338650375474,0.00395,0.00400000000000002,0.00394999999999968,0.00341358024691346,0.00395,0.00391078658105954,0.00379265273217993,1,99.620734726782
80,27,15.008,2.0056,79.4138477444273,1.14368254728928,0.004,0.00400000000000002,0.00399999999999956,0.00345679012345668,0.004,0.00396029218884223,0.00383306625592114,1,99.6166933744079
81,32.6568542494924,15.0081,2.00567,79.486745221975,1.1439785911198,0.00405,0.00400000000000002,0.00405000000000033,0.0034999999999999,0.00405,0.00400979784611996,0.00387347978461204,1,99.6126520215388
82,35,15.0082,2.00609,79.5561052851541,1.14427463524643,0.0041,0.00440000000000002,0.00410000000000021,0.00375925925925949,0.0041,0.00405930355291479,0.00403870813306937,1,99.5961291866931
83,32.6568542494924,15.0083,2.00581,79.621911276867,1.14457067966911,0.00415,0.00440000000000002,0.0041500000000001,0.00358641975308661,0.00415,0.0041088093092157,0.00401430685684758,1,99.5985693143152
84,27,15.0084,2.00588,79.6841474169295,1.14486672438777,0.0042,0.00440000000000002,0.00419999999999998,0.00362962962962956,0.0042,0.00415831511501168,0.00405472040039003,1,99.594527959961
85,21.3431457505076,15.0085,2.00595,79.7427988059652,1.14516276940254,0.00425,0.00440000000000002,0.00424999999999986,0.00367283950617278,0.00425,0.00420782097032472,0.00409513394888428,1,99.5904866051116
86,19,15.0086,2.00602,79.7978514290812,1.14545881471336,0.0043,0.00440000000000002,0.00429999999999975,0.003716049382716,0.0043,0.00425732687514383,0.00413554750232913,1,99.5864452497671
87,21.3431457505076,15.0087,2.00609,79.8492921593265,1.14575486032016,0.00435,0.00440000000000002,0.00434999999999963,0.00375925925925922,0.00435,0.00430683282945802,0.0041759610607235,1,99.5824038939276
88,26.9999999999999,15.0088,2.00616,79.8971087609303,1.14605090622307,0.0044,0.00440000000000002,0.0044000000000004,0.00380246913580243,0.0044,0.00435633883328927,0.00421637462406974,1,99.578362537593
89,32.6568542494924,15.0089,2.00623,79.9412898923216,1.14634695242196,0.00445,0.00440000000000002,0.00445000000000029,0.00384567901234565,0.00445,0.0044058448866156,0.00425678819236532,1,99.5743211807635
90,35,15.009,2.00665,79.9818251089271,1.14664299891697,0.0045,0.00480000000000002,0.00450000000000017,0.00410493827160524,0.0045,0.00445535098945903,0.00442201658042751,1,99.5577983419573
91,32.6568542494924,15.0091,2.00637187048657,80.0187048657484,1.14693904570801,0.00455,0.00480000000000002,0.00455000000000005,0.00393325338677466,0.00455,0.00450485714180849,0.00439796173021326,1,99.5602038269787
92,27,15.0092,2.00644519205197,80.0519205197172,1.14723509279505,0.0046,0.00480000000000002,0.00459999999999994,0.00397851361232834,0.0046,0.00455436334365306,0.0044389904180638,1,99.5561009581936
93,21.3431457505077,15.0093,2.00651814643318,80.0814643318277,1.14753114017819,0.00465,0.00480000000000002,0.00464999999999982,0.00402354718097671,0.00465,0.00460386959501466,0.00447995111379445,1,99.5520048886206
94,19,15.0094,2.0065907329469,80.1073294690462,1.14782718785731,0.0047,0.00480000000000002,0.0046999999999997,0.00406835367092876,0.0047,0.00465337589587138,0.00452084369086571,1,99.5479156309134
95,21.3431457505076,15.0095,2.0066629510006,80.1295100059969,1.14812323583255,0.00475,0.00480000000000002,0.00474999999999959,0.00411293271641947,0.00475,0.00470288224624516,0.00456166803955028,1,99.543833196045
96,27,15.0096,2.00673480009264,80.1480009264241,1.14841928410383,0.0048,0.00480000000000002,0.00480000000000036,0.00415728400780407,0.0048,0.00475238864612501,0.0046024240669538,1,99.5397575933046
97,32.6568542494923,15.0097,2.00680627981244,80.1627981244296,1.14871533267109,0.00485,0.00480000000000002,0.00485000000000024,0.00420140729163153,0.00485,0.0048018950954999,0.0046431116970395,1,99.5356888302961
98,35,15.0098,2.00722738984055,80.173898405486,1.14901138153446,0.0049,0.00520000000000002,0.00490000000000013,0.00446135175342506,0.0049,0.00485140159439189,0.00480854568546674,1,99.5191454314533
99,32.6568542494924,15.0099,2.00694812994872,80.1812994872249,1.14930743069388,0.00495,0.00520000000000002,0.00495000000000001,0.00428896910414963,0.00495,0.00490090814278998,0.00478428154552389,1,99.5215718454476
100,27,15.01,2.0070185,80.185,1.14960348014935,0.005,0.00520000000000002,0.00499999999999989,0.00433240740740716,0.005,0.00495041474069411,0.00482476369629154,1,99.5175236303708
101,21.3431457505076,15.0101,2.00708849994872,80.1849994872249,1.14989952990086,0.00505,0.00520000000000002,0.00504999999999978,0.00437561725229778,0.00505,0.00499992138810431,0.00486517731449972,1,99.51348226855
102,19,15.0102,2.00715812984055,80.181298405486,1.15019557994842,0.0051,0.00520000000000002,0.00509999999999966,0.00441859866700527,0.0051,0.00504942808502057,0.00490552240860357,1,99.5094477591396
103,21.3431457505076,15.0103,2.00722738981244,80.1738981244296,1.15049163029203,0.00515,0.00520000000000002,0.00515000000000043,0.00446135173607598,0.00515,0.00509893483144295,0.00494579900396718,1,99.5054200996033
104,27,15.0104,2.00729628009264,80.1628009264241,1.15078768093168,0.0052,0.00520000000000002,0.00520000000000032,0.00450387660039667,0.0052,0.00514844162737136,0.0049860071428562,1,99.5013992857144
105,32.6568542494924,15.0105,2.0073648010006,80.1480100059969,1.15108373186738,0.00525,0.00520000000000002,0.0052500000000002,0.00454617345716049,0.00525,0.00519794847280587,0.00502614688442878,1,99.4973853115571
106,35,15.0106,2.0077829529469,80.1295294690462,1.15137978309912,0.0053,0.00560000000000002,0.00530000000000008,0.00480429194253375,0.0053,0.00524745536774642,0.00519103311953479,1,99.4808966880465
107,32.6568542494924,15.0107,2.00750073643318,80.1073643318277,1.15167583462691,0.00535,0.00560000000000002,0.00534999999999997,0.00463008421801402,0.00535,0.00529696231219307,0.00516622149662351,1,99.4833778503376
108,27.0000000000001,15.0108,2.00756815205197,80.0815205197172,1.15197188645082,0.0054,0.00560000000000002,0.00539999999999985,0.00467169879751326,0.0054,0.00534646930615679,0.00520615656986963,1,99.479384343013
109,21.3431457505077,15.0109,2.00763520048657,80.0520048657484,1.1522679385707,0.00545,0.00560000000000002,0.00544999999999973,0.004713086720108,0.00545,0.00539597634961559,0.00524602365099391,1,99.4753976349006
110,19,15.011,2.00770188251089,80.0188251089271,1.1525639909867,0.0055,0.00560000000000002,0.00549999999999962,0.00475424846351378,0.0055,0.00544548344259144,0.0052858228833132,1,99.4714177116687
111,21.3431457505076,15.0111,2.00777,79.9819898923216,1.15286004369867,0.00555,0.00560000000000002,0.00555000000000039,0.00479629629629647,0.00555,0.00549499058506238,0.00532588794739526,1,99.4674112052605
112,27,15.0112,2.00784,79.9415087609303,1.15315609670676,0.0056,0.00560000000000002,0.00560000000000027,0.00483950617283941,0.0056,0.00554449777705037,0.00536630162955692,1,99.4633698370443
113,32.6568542494923,15.0113,2.00791,79.8973921593265,1.1534521500109,0.00565,0.00560000000000002,0.00565000000000015,0.0048827160493829,0.00565,0.00559400501854444,0.00540671531666935,1,99.4593284683331
114,35,15.0114,2.00833,79.8496514290812,1.15374820361108,0.0057,0.00600000000000002,0.00570000000000004,0.00514197530864194,0.0057,0.00564351230954457,0.00557194382354705,1,99.4428056176453
115,32.6568542494924,15.0115,2.00805,79.7982988059651,1.1540442575073,0.00575,0.00600000000000002,0.00574999999999992,0.00496913580246907,0.00575,0.00569301965005082,0.00554754270574579,1,99.4452457294254
116,27,15.0116,2.00812,79.7433474169295,1.15434031169958,0.0058,0.00600000000000002,0.00579999999999981,0.00501234567901229,0.0058,0.00574252704006309,0.00558795640770996,1,99.441204359229
117,21.3431457505076,15.0117,2.00819,79.684811276867,1.1546363661879,0.00585,0.00600000000000002,0.00584999999999969,0.00505555555555551,0.00585,0.00579203447958148,0.00562837011462474,1,99.4371629885375
118,19,15.0118,2.00826,79.6227052851541,1.15493242097233,0.0059,0.00600000000000002,0.00589999999999957,0.00509876543209872,0.0059,0.00584154196861688,0.00566878382649122,1,99.4331216173509
119,21.3431457505076,15.0119,2.00833,79.557045221975,1.15522847605274,0.00595,0.00600000000000002,0.00595000000000034,0.00514197530864194,0.00595,0.00589104950714741,0.0057091975433074,1,99.4290802456693
120,26.9999999999999,15.012,2.0084,79.4878477444273,1.15552453142927,0.006,0.00600000000000002,0.00600000000000023,0.00518518518518516,0.006,0.00594055709519499,0.0057496112650751,1,99.4250388734925
121,32.6568542494924,15.0121,2.00847,79.4151303824132,1.15582058710184,0.00605,0.00600000000000002,0.00605000000000011,0.00522839506172838,0.00605,0.00599006473274864,0.0057900249917934,1,99.4209975008207
122,35,15.0122,2.00889,79.3389115343134,1.15611664307045,0.0061,0.00640000000000003,0.00609999999999999,0.00548765432098769,0.0061,0.00603957241980837,0.00595525353827715,1,99.4044746461723
123,32.6568542494924,15.0123,2.00861,79.259210462448,1.15641269933512,0.00615,0.00640000000000003,0.00614999999999988,0.00531481481481482,0.00615,0.00608908015637416,0.00593085246008184,1,99.4069147539918
124,27.0000000000001,15.0124,2.00868,79.1760472883238,1.15670875589583,0.0062,0.00640000000000003,0.00619999999999976,0.00535802469135804,0.0062,0.00613858794244602,0.00597126620165197,1,99.4028733798348
125,21.3431457505077,15.0125,2.00875,79.0894429876693,1.15700481275258,0.00625,0.00640000000000003,0.00624999999999964,0.00540123456790126,0.00625,0.00618809577802396,0.00601167994817271,1,99.3988320051827
126,19,15.0126,2.00882,78.9994193852597,1.15730086990545,0.0063,0.00640000000000003,0.00630000000000042,0.00544444444444447,0.0063,0.00623760366311895,0.00605209369964532,1,99.3947906300355
127,21.3431457505076,15.0127,2.00889,78.9059991495317,1.15759692735437,0.00635,0.00640000000000003,0.0063500000000003,0.00548765432098769,0.00635,0.00628711159772005,0.00609250745606838,1,99.3907492543932
128,27,15.0128,2.00896,78.8092057869903,1.15789298509933,0.0064,0.00640000000000003,0.00640000000000018,0.00553086419753091,0.0064,0.00633661958182719,0.00613292121744203,1,99.3867078782558
129,32.6568542494923,15.0129,2.00903,78.7090636364092,1.15818904314033,0.00645,0.00640000000000003,0.00645000000000007,0.00557407407407413,0.00645,0.00638612761544043,0.0061733349837663,1,99.3826665016234
130,35,15.013,2.00945,78.6055978628255,1.15848510147739,0.0065,0.00680000000000003,0.00649999999999995,0.00583333333333344,0.0065,0.00643563569855971,0.006338563569856,1,99.3661436430144
131,32.6568542494924,15.0131,2.00917,78.4988344513304,1.15878116011055,0.00655,0.00680000000000003,0.00654999999999983,0.0056604938271603,0.00655,0.00648514383119608,0.00631416253126767,1,99.3685837468732
132,27,15.0132,2.00924,78.388800200658,1.1590772190397,0.0066,0.00680000000000003,0.00659999999999972,0.00570370370370379,0.0066,0.00653465201332753,0.00635457631244384,1,99.3645423687556
133,21.3431457505076,15.0133,2.00931,78.2755227165729,1.15937327826496,0.00665,0.00680000000000003,0.0066499999999996,0.00574691358024673,0.00665,0.00658416024497604,0.00639499009857155,1,99.3605009901428
134,19,15.0134,2.00938,78.1590304050592,1.15966933778626,0.0067,0.00680000000000003,0.00670000000000037,0.00579012345679023,0.0067,0.00663366852613062,0.00643540388965021,1,99.356459611035
135,21.3431457505076,15.0135,2.00945,78.0393524653114,1.15996539760361,0.00675,0.00680000000000003,0.00675000000000026,0.00583333333333317,0.00675,0.00668317685679128,0.00647581768567914,1,99.3524182314321
136,27,15.0136,2.00952,77.9165188825302,1.16026145771707,0.0068,0.00680000000000003,0.00680000000000014,0.00587654320987666,0.0068,0.00673268523696899,0.00651623148665993,1,99.348376851334
137,32.6568542494924,15.0137,2.00959,77.7905604205241,1.16055751812658,0.00685,0.00680000000000003,0.00685000000000002,0.00591975308641988,0.00685,0.00678219366665277,0.00655664529259125,1,99.3443354707409
138,35,15.0138,2.01001,77.6615086141184,1.16085357883207,0.0069,0.00720000000000003,0.00689999999999991,0.00617901234567892,0.0069,0.00683170214583164,0.00672187391828683,1,99.3278126081713
139,32.6568542494924,15.0139,2.00973,77.5293957613754,1.16114963983374,0.00695,0.00720000000000003,0.00694999999999979,0.00600617283950605,0.00695,0.00688121067453859,0.00669747291930563,1,99.3302527080694
140,27.0000000000001,15.014,2.0098,77.3942549156242,1.16144570113139,0.007,0.00720000000000003,0.00699999999999967,0.00604938271604926,0.007,0.00693071925274058,0.00673788674008878,1,99.3262113259911
141,21.3431457505077,15.0141,2.00987,77.2561198773064,1.16174176272515,0.00705,0.00720000000000003,0.00704999999999956,0.00609259259259248,0.00705,0.00698022788045967,0.00677830056582363,1,99.3221699434176
